origin,destination,departure_time,arrival_time,duration,fare,nonstop,layovers
EWR,BOS,2024-12-01T21:20:00,2024-12-01T22:39:00,PT1H19M,108.97,True,None
EWR,BOS,2024-12-01T13:04:00,2024-12-01T14:25:00,PT1H21M,108.97,True,None
LGA,BOS,2024-12-01T06:30:00,2024-12-01T07:40:00,PT1H10M,250.87,True,None
LGA,BOS,2024-12-01T08:09:00,2024-12-01T09:20:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-01T23:30:00,2024-12-02T00:41:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-01T22:59:00,2024-12-02T00:14:00,PT1H15M,250.87,True,None
JFK,BOS,2024-12-01T17:10:00,2024-12-01T18:27:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-01T21:59:00,2024-12-01T23:16:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-01T20:29:00,2024-12-01T21:50:00,PT1H21M,250.87,True,None
JFK,BOS,2024-12-01T12:15:00,2024-12-01T13:25:00,PT1H10M,298.17,True,None
JFK,BOS,2024-12-01T09:50:00,2024-12-01T11:02:00,PT1H12M,384.17,True,None
LGA,BOS,2024-12-01T14:45:00,2024-12-01T15:57:00,PT1H12M,384.17,True,None
LGA,BOS,2024-12-01T10:59:00,2024-12-01T12:14:00,PT1H15M,384.17,True,None
LGA,BOS,2024-12-01T15:55:00,2024-12-01T17:12:00,PT1H17M,384.17,True,None
LGA,BOS,2024-12-01T17:30:00,2024-12-01T18:48:00,PT1H18M,384.17,True,None
EWR,BOS,2024-12-01T11:15:00,2024-12-01T12:26:00,PT1H11M,449.75,True,None
EWR,BOS,2024-12-01T21:59:00,2024-12-01T23:17:00,PT1H18M,449.75,True,None
EWR,BOS,2024-12-01T08:55:00,2024-12-01T10:11:00,PT1H16M,449.75,True,None
EWR,BOS,2024-12-01T14:00:00,2024-12-01T15:11:00,PT1H11M,598.1,True,None
EWR,BOS,2024-12-01T20:24:00,2024-12-01T21:39:00,PT1H15M,598.1,True,None
EWR,BOS,2024-12-01T15:59:00,2024-12-01T17:14:00,PT1H15M,598.1,True,None
LGA,BOS,2024-12-01T08:52:00,2024-12-01T14:52:00,PT6H,81.46,False,ATL
LGA,BOS,2024-12-01T17:40:00,2024-12-02T00:27:00,PT6H47M,81.46,False,ORD
EWR,BOS,2024-12-01T21:20:00,2024-12-01T22:39:00,PT1H19M,108.97,True,None
EWR,BOS,2024-12-01T13:04:00,2024-12-01T14:25:00,PT1H21M,108.97,True,None
EWR,BOS,2024-12-01T05:30:00,2024-12-01T13:10:00,PT7H40M,144.89,False,MIA
LGA,BOS,2024-12-01T06:30:00,2024-12-01T07:40:00,PT1H10M,250.87,True,None
LGA,BOS,2024-12-01T08:09:00,2024-12-01T09:20:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-01T23:30:00,2024-12-02T00:41:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-01T22:59:00,2024-12-02T00:14:00,PT1H15M,250.87,True,None
JFK,BOS,2024-12-01T17:10:00,2024-12-01T18:27:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-01T21:59:00,2024-12-01T23:16:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-01T20:29:00,2024-12-01T21:50:00,PT1H21M,250.87,True,None
JFK,BOS,2024-12-01T12:15:00,2024-12-01T13:25:00,PT1H10M,298.17,True,None
JFK,BOS,2024-12-01T09:50:00,2024-12-01T11:02:00,PT1H12M,384.17,True,None
LGA,BOS,2024-12-01T14:45:00,2024-12-01T15:57:00,PT1H12M,384.17,True,None
LGA,BOS,2024-12-01T10:59:00,2024-12-01T12:14:00,PT1H15M,384.17,True,None
LGA,BOS,2024-12-01T15:55:00,2024-12-01T17:12:00,PT1H17M,384.17,True,None
LGA,BOS,2024-12-01T17:30:00,2024-12-01T18:48:00,PT1H18M,384.17,True,None
EWR,BOS,2024-12-01T11:15:00,2024-12-01T12:26:00,PT1H11M,449.75,True,None
EWR,BOS,2024-12-01T21:59:00,2024-12-01T23:17:00,PT1H18M,449.75,True,None
EWR,BOS,2024-12-01T08:55:00,2024-12-01T10:11:00,PT1H16M,449.75,True,None
LGA,BOS,2024-12-01T16:20:00,2024-12-02T00:31:00,PT8H11M,560.91,False,ATL
LGA,BOS,2024-12-01T22:00:00,2024-12-02T10:45:00,PT12H45M,566.24,False,DFW
JFK,BOS,2024-12-01T19:15:00,2024-12-01T23:22:00,PT4H7M,591.01,False,DCA
JFK,BOS,2024-12-01T06:56:00,2024-12-01T11:10:00,PT4H14M,591.01,False,DCA
EWR,BOS,2024-12-01T14:00:00,2024-12-01T15:11:00,PT1H11M,598.1,True,None
EWR,BOS,2024-12-01T20:24:00,2024-12-01T21:39:00,PT1H15M,598.1,True,None
EWR,BOS,2024-12-01T15:59:00,2024-12-01T17:14:00,PT1H15M,598.1,True,None
JFK,BOS,2024-12-01T13:10:00,2024-12-01T17:19:00,PT4H9M,699.59,False,DCA
JFK,BOS,2024-12-01T16:40:00,2024-12-02T05:47:00,PT13H7M,1580.01,False,SEA
EWR,BOS,2024-12-01T15:25:00,2024-12-02T05:47:00,PT14H22M,1580.01,False,SEA
EWR,BOS,2024-12-02T13:04:00,2024-12-02T14:25:00,PT1H21M,70.27,True,None
EWR,BOS,2024-12-02T21:20:00,2024-12-02T22:39:00,PT1H19M,165.95,True,None
LGA,BOS,2024-12-02T06:30:00,2024-12-02T07:40:00,PT1H10M,250.87,True,None
LGA,BOS,2024-12-02T14:45:00,2024-12-02T15:57:00,PT1H12M,250.87,True,None
LGA,BOS,2024-12-02T09:30:00,2024-12-02T10:45:00,PT1H15M,250.87,True,None
LGA,BOS,2024-12-02T10:59:00,2024-12-02T12:14:00,PT1H15M,250.87,True,None
LGA,BOS,2024-12-02T15:55:00,2024-12-02T17:12:00,PT1H17M,250.87,True,None
LGA,BOS,2024-12-02T17:30:00,2024-12-02T18:48:00,PT1H18M,250.87,True,None
JFK,BOS,2024-12-02T12:15:00,2024-12-02T13:25:00,PT1H10M,250.87,True,None
JFK,BOS,2024-12-02T23:30:00,2024-12-03T00:41:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-02T09:50:00,2024-12-02T11:02:00,PT1H12M,250.87,True,None
JFK,BOS,2024-12-02T22:59:00,2024-12-03T00:14:00,PT1H15M,250.87,True,None
JFK,BOS,2024-12-02T17:10:00,2024-12-02T18:27:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-02T21:59:00,2024-12-02T23:16:00,PT1H17M,250.87,True,None
EWR,BOS,2024-12-02T20:24:00,2024-12-02T21:39:00,PT1H15M,250.87,True,None
EWR,BOS,2024-12-02T21:59:00,2024-12-02T23:17:00,PT1H18M,250.87,True,None
EWR,BOS,2024-12-02T17:15:00,2024-12-02T18:33:00,PT1H18M,250.87,True,None
EWR,BOS,2024-12-02T11:15:00,2024-12-02T12:26:00,PT1H11M,256.25,True,None
EWR,BOS,2024-12-02T14:00:00,2024-12-02T15:11:00,PT1H11M,345.47,True,None
EWR,BOS,2024-12-02T06:30:00,2024-12-02T07:43:00,PT1H13M,345.47,True,None
EWR,BOS,2024-12-02T15:04:00,2024-12-02T16:19:00,PT1H15M,345.47,True,None
EWR,BOS,2024-12-02T08:55:00,2024-12-02T10:11:00,PT1H16M,345.47,True,None
EWR,BOS,2024-12-02T16:27:00,2024-12-02T17:42:00,PT1H15M,345.47,True,None
EWR,BOS,2024-12-02T13:04:00,2024-12-02T14:25:00,PT1H21M,70.27,True,None
LGA,BOS,2024-12-02T08:52:00,2024-12-02T14:52:00,PT6H,81.46,False,ATL
LGA,BOS,2024-12-02T17:40:00,2024-12-03T00:27:00,PT6H47M,81.46,False,ORD
EWR,BOS,2024-12-02T05:30:00,2024-12-02T13:10:00,PT7H40M,106.19,False,MIA
EWR,BOS,2024-12-02T17:04:00,2024-12-03T14:52:00,PT21H48M,151.29,False,ATL
EWR,BOS,2024-12-02T21:20:00,2024-12-02T22:39:00,PT1H19M,165.95,True,None
LGA,BOS,2024-12-02T15:21:00,2024-12-03T08:23:00,PT17H2M,177.09,False,CHS
LGA,BOS,2024-12-02T06:30:00,2024-12-02T07:40:00,PT1H10M,250.87,True,None
LGA,BOS,2024-12-02T14:45:00,2024-12-02T15:57:00,PT1H12M,250.87,True,None
LGA,BOS,2024-12-02T09:30:00,2024-12-02T10:45:00,PT1H15M,250.87,True,None
LGA,BOS,2024-12-02T10:59:00,2024-12-02T12:14:00,PT1H15M,250.87,True,None
LGA,BOS,2024-12-02T15:55:00,2024-12-02T17:12:00,PT1H17M,250.87,True,None
LGA,BOS,2024-12-02T17:30:00,2024-12-02T18:48:00,PT1H18M,250.87,True,None
JFK,BOS,2024-12-02T12:15:00,2024-12-02T13:25:00,PT1H10M,250.87,True,None
JFK,BOS,2024-12-02T23:30:00,2024-12-03T00:41:00,PT1H11M,250.87,True,None
JFK,BOS,2024-12-02T09:50:00,2024-12-02T11:02:00,PT1H12M,250.87,True,None
JFK,BOS,2024-12-02T22:59:00,2024-12-03T00:14:00,PT1H15M,250.87,True,None
JFK,BOS,2024-12-02T17:10:00,2024-12-02T18:27:00,PT1H17M,250.87,True,None
JFK,BOS,2024-12-02T21:59:00,2024-12-02T23:16:00,PT1H17M,250.87,True,None
EWR,BOS,2024-12-02T20:24:00,2024-12-02T21:39:00,PT1H15M,250.87,True,None
EWR,BOS,2024-12-02T21:59:00,2024-12-02T23:17:00,PT1H18M,250.87,True,None
EWR,BOS,2024-12-02T17:15:00,2024-12-02T18:33:00,PT1H18M,250.87,True,None
EWR,BOS,2024-12-02T11:15:00,2024-12-02T12:26:00,PT1H11M,256.25,True,None
EWR,BOS,2024-12-02T14:00:00,2024-12-02T15:11:00,PT1H11M,345.47,True,None
EWR,BOS,2024-12-02T06:30:00,2024-12-02T07:43:00,PT1H13M,345.47,True,None
EWR,BOS,2024-12-02T15:04:00,2024-12-02T16:19:00,PT1H15M,345.47,True,None
EWR,BOS,2024-12-02T08:55:00,2024-12-02T10:11:00,PT1H16M,345.47,True,None
EWR,BOS,2024-12-02T16:27:00,2024-12-02T17:42:00,PT1H15M,345.47,True,None
JFK,BOS,2024-12-02T19:15:00,2024-12-02T23:22:00,PT4H7M,392.14,False,DCA
JFK,BOS,2024-12-02T13:10:00,2024-12-02T17:19:00,PT4H9M,424.39,False,DCA
JFK,BOS,2024-12-02T06:56:00,2024-12-02T11:10:00,PT4H14M,481.36,False,DCA
LGA,BOS,2024-12-02T16:20:00,2024-12-03T00:31:00,PT8H11M,560.91,False,ATL
JFK,DCA,2024-12-01T13:10:00,2024-12-01T14:32:00,PT1H22M,212.17,True,None
JFK,DCA,2024-12-01T06:56:00,2024-12-01T08:20:00,PT1H24M,212.17,True,None
JFK,DCA,2024-12-01T19:15:00,2024-12-01T20:40:00,PT1H25M,212.17,True,None
EWR,DCA,2024-12-01T08:15:00,2024-12-01T09:45:00,PT1H30M,213.25,True,None
EWR,DCA,2024-12-01T11:00:00,2024-12-01T12:23:00,PT1H23M,236.9,True,None
EWR,DCA,2024-12-01T07:00:00,2024-12-01T08:25:00,PT1H25M,274.52,True,None
EWR,DCA,2024-12-01T14:00:00,2024-12-01T15:23:00,PT1H23M,464.8,True,None
EWR,DCA,2024-12-01T16:10:00,2024-12-01T17:33:00,PT1H23M,464.8,True,None
EWR,DCA,2024-12-01T09:00:00,2024-12-01T10:29:00,PT1H29M,464.8,True,None
EWR,DCA,2024-12-01T15:00:00,2024-12-01T16:23:00,PT1H23M,464.8,True,None
EWR,DCA,2024-12-01T20:00:00,2024-12-01T21:33:00,PT1H33M,464.8,True,None
EWR,DCA,2024-12-01T17:59:00,2024-12-01T19:32:00,PT1H33M,598.1,True,None
JFK,DCA,2024-12-01T13:10:00,2024-12-01T14:32:00,PT1H22M,212.17,True,None
JFK,DCA,2024-12-01T06:56:00,2024-12-01T08:20:00,PT1H24M,212.17,True,None
JFK,DCA,2024-12-01T19:15:00,2024-12-01T20:40:00,PT1H25M,212.17,True,None
EWR,DCA,2024-12-01T08:15:00,2024-12-01T09:45:00,PT1H30M,213.25,True,None
EWR,DCA,2024-12-01T11:00:00,2024-12-01T12:23:00,PT1H23M,236.9,True,None
EWR,DCA,2024-12-01T07:00:00,2024-12-01T08:25:00,PT1H25M,274.52,True,None
EWR,DCA,2024-12-01T14:00:00,2024-12-01T15:23:00,PT1H23M,379.87,True,None
JFK,DCA,2024-12-01T23:30:00,2024-12-02T08:52:00,PT9H22M,443.69,False,BOS
JFK,DCA,2024-12-01T22:59:00,2024-12-02T08:52:00,PT9H53M,443.69,False,BOS
EWR,DCA,2024-12-01T15:00:00,2024-12-01T16:23:00,PT1H23M,464.8,True,None
EWR,DCA,2024-12-01T16:10:00,2024-12-01T17:33:00,PT1H23M,464.8,True,None
EWR,DCA,2024-12-01T09:00:00,2024-12-01T10:29:00,PT1H29M,464.8,True,None
EWR,DCA,2024-12-01T20:00:00,2024-12-01T21:33:00,PT1H33M,464.8,True,None
JFK,DCA,2024-12-01T23:30:00,2024-12-02T07:53:00,PT8H23M,533.99,False,BOS
JFK,DCA,2024-12-01T22:59:00,2024-12-02T07:53:00,PT8H54M,533.99,False,BOS
JFK,DCA,2024-12-01T17:10:00,2024-12-01T20:59:00,PT3H49M,561.99,False,BOS
LGA,DCA,2024-12-01T15:55:00,2024-12-01T20:59:00,PT5H4M,587.79,False,BOS
LGA,DCA,2024-12-01T14:45:00,2024-12-01T20:59:00,PT6H14M,587.79,False,BOS
EWR,DCA,2024-12-01T17:59:00,2024-12-01T19:32:00,PT1H33M,598.1,True,None
JFK,DCA,2024-12-01T12:15:00,2024-12-01T16:48:00,PT4H33M,656.59,False,BOS
LGA,DCA,2024-12-01T08:09:00,2024-12-01T12:46:00,PT4H37M,656.59,False,BOS
LGA,DCA,2024-12-01T06:30:00,2024-12-01T11:54:00,PT5H24M,656.59,False,BOS
JFK,DCA,2024-12-01T12:15:00,2024-12-01T15:49:00,PT3H34M,714.64,False,BOS
JFK,DCA,2024-12-01T09:50:00,2024-12-01T13:50:00,PT4H,714.64,False,BOS
JFK,DCA,2024-12-01T09:50:00,2024-12-01T14:50:00,PT5H,714.64,False,BOS
LGA,DCA,2024-12-01T14:45:00,2024-12-01T19:59:00,PT5H14M,788.81,False,BOS
EWR,DCA,2024-12-01T09:00:00,2024-12-01T20:59:00,PT11H59M,804.94,False,LAX
LGA,DCA,2024-12-01T10:59:00,2024-12-01T15:49:00,PT4H50M,847.94,False,BOS
LGA,DCA,2024-12-01T08:00:00,2024-12-01T13:16:00,PT5H16M,924.26,False,ORD
EWR,DCA,2024-12-01T18:25:00,2024-12-01T23:53:00,PT5H28M,924.26,False,ORD
LGA,DCA,2024-12-01T10:25:00,2024-12-01T15:35:00,PT5H10M,1066.16,False,ORD
EWR,DCA,2024-12-01T10:30:00,2024-12-01T15:35:00,PT5H5M,1161.84,False,ORD
EWR,DCA,2024-12-01T11:40:00,2024-12-01T16:55:00,PT5H15M,1161.84,False,ORD
LGA,DCA,2024-12-01T17:25:00,2024-12-01T22:43:00,PT5H18M,1790.71,False,ORD
EWR,DCA,2024-12-01T17:15:00,2024-12-01T22:43:00,PT5H28M,1885.31,False,ORD
JFK,DCA,2024-12-02T13:10:00,2024-12-02T14:32:00,PT1H22M,212.17,True,None
JFK,DCA,2024-12-02T06:56:00,2024-12-02T08:20:00,PT1H24M,212.17,True,None
JFK,DCA,2024-12-02T19:15:00,2024-12-02T20:40:00,PT1H25M,212.17,True,None
EWR,DCA,2024-12-02T14:00:00,2024-12-02T15:23:00,PT1H23M,213.25,True,None
EWR,DCA,2024-12-02T07:00:00,2024-12-02T08:25:00,PT1H25M,213.25,True,None
EWR,DCA,2024-12-02T09:00:00,2024-12-02T10:29:00,PT1H29M,213.25,True,None
EWR,DCA,2024-12-02T13:00:00,2024-12-02T14:23:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T15:00:00,2024-12-02T16:23:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T16:10:00,2024-12-02T17:33:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T18:00:00,2024-12-02T19:33:00,PT1H33M,274.52,True,None
EWR,DCA,2024-12-02T20:00:00,2024-12-02T21:33:00,PT1H33M,274.52,True,None
EWR,DCA,2024-12-02T10:59:00,2024-12-02T12:22:00,PT1H23M,379.87,True,None
JFK,DCA,2024-12-02T13:10:00,2024-12-02T14:32:00,PT1H22M,212.17,True,None
JFK,DCA,2024-12-02T06:56:00,2024-12-02T08:20:00,PT1H24M,212.17,True,None
JFK,DCA,2024-12-02T19:15:00,2024-12-02T20:40:00,PT1H25M,212.17,True,None
EWR,DCA,2024-12-02T14:00:00,2024-12-02T15:23:00,PT1H23M,213.25,True,None
EWR,DCA,2024-12-02T07:00:00,2024-12-02T08:25:00,PT1H25M,213.25,True,None
EWR,DCA,2024-12-02T09:00:00,2024-12-02T10:29:00,PT1H29M,213.25,True,None
EWR,DCA,2024-12-02T13:00:00,2024-12-02T14:23:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T15:00:00,2024-12-02T16:23:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T16:10:00,2024-12-02T17:33:00,PT1H23M,274.52,True,None
EWR,DCA,2024-12-02T18:00:00,2024-12-02T19:33:00,PT1H33M,274.52,True,None
EWR,DCA,2024-12-02T20:00:00,2024-12-02T21:33:00,PT1H33M,274.52,True,None
LGA,DCA,2024-12-02T09:30:00,2024-12-02T14:50:00,PT5H20M,317.96,False,BOS
LGA,DCA,2024-12-02T10:59:00,2024-12-02T16:48:00,PT5H49M,317.96,False,BOS
JFK,DCA,2024-12-02T09:50:00,2024-12-02T13:50:00,PT4H,327.64,False,BOS
JFK,DCA,2024-12-02T12:15:00,2024-12-02T16:48:00,PT4H33M,327.64,False,BOS
JFK,DCA,2024-12-02T09:50:00,2024-12-02T14:50:00,PT5H,327.64,False,BOS
EWR,DCA,2024-12-02T10:59:00,2024-12-02T12:22:00,PT1H23M,379.87,True,None
JFK,DCA,2024-12-02T23:30:00,2024-12-03T07:53:00,PT8H23M,411.44,False,BOS
JFK,DCA,2024-12-02T22:59:00,2024-12-03T07:53:00,PT8H54M,411.44,False,BOS
JFK,DCA,2024-12-02T23:30:00,2024-12-03T08:52:00,PT9H22M,411.44,False,BOS
JFK,DCA,2024-12-02T22:59:00,2024-12-03T08:52:00,PT9H53M,411.44,False,BOS
LGA,DCA,2024-12-02T10:59:00,2024-12-02T15:49:00,PT4H50M,436.21,False,BOS
LGA,DCA,2024-12-02T15:55:00,2024-12-02T20:59:00,PT5H4M,436.21,False,BOS
LGA,DCA,2024-12-02T14:45:00,2024-12-02T20:59:00,PT6H14M,436.21,False,BOS
LGA,DCA,2024-12-02T09:30:00,2024-12-02T15:49:00,PT6H19M,436.21,False,BOS
JFK,DCA,2024-12-02T12:15:00,2024-12-02T15:49:00,PT3H34M,495.34,False,BOS
JFK,DCA,2024-12-02T17:10:00,2024-12-02T20:59:00,PT3H49M,495.34,False,BOS
EWR,DCA,2024-12-02T18:25:00,2024-12-02T23:53:00,PT5H28M,629.71,False,ORD
LGA,DCA,2024-12-02T09:00:00,2024-12-02T14:05:00,PT5H5M,728.61,False,ORD
EWR,DCA,2024-12-02T10:30:00,2024-12-02T15:35:00,PT5H5M,800.64,False,ORD
EWR,DCA,2024-12-02T09:00:00,2024-12-02T20:59:00,PT11H59M,804.94,False,LAX
LGA,DCA,2024-12-02T10:25:00,2024-12-02T15:35:00,PT5H10M,810.31,False,ORD
LGA,DCA,2024-12-02T08:00:00,2024-12-02T13:16:00,PT5H16M,810.31,False,ORD
LGA,DCA,2024-12-02T17:25:00,2024-12-02T22:43:00,PT5H18M,871.59,False,ORD
EWR,DCA,2024-12-02T11:40:00,2024-12-02T16:55:00,PT5H15M,924.26,False,ORD
EWR,PHL,2024-12-01T17:04:00,2024-12-02T08:20:00,PT15H16M,206.12,False,ATL
EWR,PHL,2024-12-01T13:11:00,2024-12-02T08:20:00,PT19H9M,206.12,False,ATL
EWR,PHL,2024-12-01T05:30:00,2024-12-01T13:39:00,PT8H9M,250.24,False,MIA
EWR,PHL,2024-12-01T13:52:00,2024-12-02T01:53:00,PT12H1M,262.02,False,DFW
LGA,PHL,2024-12-01T16:36:00,2024-12-02T13:39:00,PT21H3M,269.54,False,MIA
LGA,PHL,2024-12-01T06:30:00,2024-12-01T11:10:00,PT4H40M,306.14,False,BOS
LGA,PHL,2024-12-01T17:48:00,2024-12-02T01:53:00,PT8H5M,326.56,False,DFW
LGA,PHL,2024-12-01T06:30:00,2024-12-01T12:14:00,PT5H44M,369.56,False,BOS
JFK,PHL,2024-12-01T23:30:00,2024-12-02T07:44:00,PT8H14M,447.99,False,BOS
JFK,PHL,2024-12-01T22:59:00,2024-12-02T07:44:00,PT8H45M,447.99,False,BOS
JFK,PHL,2024-12-01T09:50:00,2024-12-01T14:35:00,PT4H45M,513.61,False,BOS
LGA,PHL,2024-12-01T08:09:00,2024-12-01T14:35:00,PT6H26M,513.61,False,BOS
JFK,PHL,2024-12-01T12:15:00,2024-12-01T19:45:00,PT7H30M,518.94,False,BOS
JFK,PHL,2024-12-01T09:50:00,2024-12-01T19:45:00,PT9H55M,520.02,False,BOS
LGA,PHL,2024-12-01T14:45:00,2024-12-01T19:45:00,PT5H,597.46,False,BOS
EWR,PHL,2024-12-01T09:00:00,2024-12-01T14:20:00,PT5H20M,629.71,False,ORD
LGA,PHL,2024-12-01T10:59:00,2024-12-01T19:45:00,PT8H46M,653.32,False,BOS
LGA,PHL,2024-12-01T15:25:00,2024-12-01T21:35:00,PT6H10M,824.29,False,ORD
EWR,PHL,2024-12-01T08:00:00,2024-12-01T14:20:00,PT6H20M,824.29,False,ORD
EWR,PHL,2024-12-01T18:25:00,2024-12-02T00:06:00,PT5H41M,905.99,False,ORD
EWR,PHL,2024-12-01T10:30:00,2024-12-01T17:29:00,PT6H59M,905.99,False,ORD
LGA,PHL,2024-12-01T10:25:00,2024-12-01T17:29:00,PT7H4M,905.99,False,ORD
EWR,PHL,2024-12-01T11:40:00,2024-12-01T17:29:00,PT5H49M,918.89,False,ORD
EWR,PHL,2024-12-01T17:15:00,2024-12-02T00:06:00,PT6H51M,918.89,False,ORD
LGA,PHL,2024-12-01T18:24:00,2024-12-02T00:06:00,PT5H42M,928.56,False,ORD
LGA,PHL,2024-12-01T11:25:00,2024-12-01T17:29:00,PT6H4M,928.56,False,ORD
LGA,PHL,2024-12-01T08:00:00,2024-12-01T14:20:00,PT6H20M,928.56,False,ORD
LGA,PHL,2024-12-01T17:25:00,2024-12-02T00:06:00,PT6H41M,928.56,False,ORD
EWR,PHL,2024-12-01T15:15:00,2024-12-01T21:35:00,PT6H20M,1071.54,False,ORD
EWR,PHL,2024-12-01T14:14:00,2024-12-01T21:35:00,PT7H21M,1071.54,False,ORD
LGA,PHL,2024-12-01T14:25:00,2024-12-01T21:35:00,PT7H10M,1071.54,False,ORD
EWR,PHL,2024-12-02T17:04:00,2024-12-03T08:20:00,PT15H16M,163.12,False,ATL
EWR,PHL,2024-12-02T13:11:00,2024-12-03T08:20:00,PT19H9M,163.12,False,ATL
JFK,PHL,2024-12-02T09:50:00,2024-12-02T13:34:00,PT3H44M,248.09,False,BOS
LGA,PHL,2024-12-02T06:30:00,2024-12-02T11:10:00,PT4H40M,248.09,False,BOS
LGA,PHL,2024-12-02T14:45:00,2024-12-02T19:45:00,PT5H,248.09,False,BOS
LGA,PHL,2024-12-02T06:30:00,2024-12-02T12:14:00,PT5H44M,248.09,False,BOS
EWR,PHL,2024-12-02T05:30:00,2024-12-02T13:39:00,PT8H9M,250.24,False,MIA
JFK,PHL,2024-12-02T12:15:00,2024-12-02T19:45:00,PT7H30M,253.42,False,BOS
LGA,PHL,2024-12-02T17:48:00,2024-12-03T01:53:00,PT8H5M,409.34,False,DFW
JFK,PHL,2024-12-02T23:30:00,2024-12-03T07:44:00,PT8H14M,447.99,False,BOS
JFK,PHL,2024-12-02T22:59:00,2024-12-03T07:44:00,PT8H45M,447.99,False,BOS
JFK,PHL,2024-12-02T09:50:00,2024-12-02T19:45:00,PT9H55M,447.99,False,BOS
LGA,PHL,2024-12-02T10:59:00,2024-12-02T19:45:00,PT8H46M,447.99,False,BOS
LGA,PHL,2024-12-02T09:00:00,2024-12-02T14:20:00,PT5H20M,629.71,False,ORD
LGA,PHL,2024-12-02T11:25:00,2024-12-02T17:29:00,PT6H4M,629.71,False,ORD
LGA,PHL,2024-12-02T15:25:00,2024-12-02T21:35:00,PT6H10M,629.71,False,ORD
EWR,PHL,2024-12-02T14:09:00,2024-12-02T21:35:00,PT7H26M,646.91,False,ORD
EWR,PHL,2024-12-02T09:00:00,2024-12-02T14:20:00,PT5H20M,663.04,False,ORD
EWR,PHL,2024-12-02T10:30:00,2024-12-02T17:29:00,PT6H59M,700.66,False,ORD
LGA,PHL,2024-12-02T08:00:00,2024-12-02T14:20:00,PT6H20M,710.34,False,ORD
LGA,PHL,2024-12-02T10:25:00,2024-12-02T17:29:00,PT7H4M,710.34,False,ORD
LGA,PHL,2024-12-02T14:25:00,2024-12-02T21:35:00,PT7H10M,710.34,False,ORD
EWR,PHL,2024-12-02T15:15:00,2024-12-02T21:35:00,PT6H20M,824.29,False,ORD
EWR,PHL,2024-12-02T11:40:00,2024-12-02T17:29:00,PT5H49M,918.89,False,ORD
EWR,PHL,2024-12-02T08:00:00,2024-12-02T14:20:00,PT6H20M,918.89,False,ORD
EWR,MIA,2024-12-01T05:30:00,2024-12-01T08:40:00,PT3H10M,136.92,True,None
LGA,MIA,2024-12-01T16:36:00,2024-12-01T19:51:00,PT3H15M,151.97,True,None
JFK,MIA,2024-12-01T16:40:00,2024-12-01T19:45:00,PT3H5M,212.17,True,None
JFK,MIA,2024-12-01T08:59:00,2024-12-01T12:09:00,PT3H10M,212.17,True,None
JFK,MIA,2024-12-01T18:52:00,2024-12-01T22:17:00,PT3H25M,212.17,True,None
EWR,MIA,2024-12-01T06:00:00,2024-12-01T09:12:00,PT3H12M,303.55,True,None
EWR,MIA,2024-12-01T18:15:00,2024-12-01T21:29:00,PT3H14M,350.85,True,None
EWR,MIA,2024-12-01T14:29:00,2024-12-01T17:38:00,PT3H9M,407.82,True,None
EWR,MIA,2024-12-01T20:29:00,2024-12-01T23:39:00,PT3H10M,407.82,True,None
EWR,MIA,2024-12-01T08:29:00,2024-12-01T11:42:00,PT3H13M,407.82,True,None
EWR,MIA,2024-12-01T11:30:00,2024-12-01T14:43:00,PT3H13M,407.82,True,None
EWR,MIA,2024-12-01T15:30:00,2024-12-01T18:43:00,PT3H13M,407.82,True,None
EWR,MIA,2024-12-01T05:30:00,2024-12-01T08:40:00,PT3H10M,136.92,True,None
LGA,MIA,2024-12-01T16:36:00,2024-12-01T19:51:00,PT3H15M,151.97,True,None
JFK,MIA,2024-12-01T16:40:00,2024-12-01T19:45:00,PT3H5M,212.17,True,None
JFK,MIA,2024-12-01T08:59:00,2024-12-01T12:09:00,PT3H10M,212.17,True,None
JFK,MIA,2024-12-01T18:52:00,2024-12-01T22:17:00,PT3H25M,212.17,True,None
LGA,MIA,2024-12-01T20:20:00,2024-12-02T11:14:00,PT14H54M,302.87,False,ORD
LGA,MIA,2024-12-01T17:40:00,2024-12-02T11:14:00,PT17H34M,302.87,False,ORD
EWR,MIA,2024-12-01T06:00:00,2024-12-01T09:12:00,PT3H12M,303.55,True,None
LGA,MIA,2024-12-01T17:48:00,2024-12-02T11:03:00,PT17H15M,326.52,False,DFW
EWR,MIA,2024-12-01T18:15:00,2024-12-01T21:29:00,PT3H14M,350.85,True,None
EWR,MIA,2024-12-01T14:29:00,2024-12-01T17:38:00,PT3H9M,407.82,True,None
