origin,destination,departure_time,arrival_time,duration,fare,nonstop,layovers
JFK,SAN,2024-12-01T16:00:00,2024-12-01T23:55:00,PT10H55M,749.04,False,PDX
JFK,SAN,2024-12-01T07:00:00,2024-12-01T14:57:00,PT10H57M,749.04,False,SEA
EWR,SAN,2024-12-01T10:05:00,2024-12-01T13:12:00,PT6H7M,769.02,True,None
JFK,SAN,2024-12-01T07:00:00,2024-12-01T17:19:00,PT13H19M,781.24,False,SEA
JFK,SAN,2024-12-01T12:15:00,2024-12-01T19:21:00,PT10H6M,809.24,False,BOS
LGA,SAN,2024-12-01T17:30:00,2024-12-02T13:22:00,PT22H52M,810.27,False,BOS
JFK,SAN,2024-12-01T09:50:00,2024-12-01T19:21:00,PT12H31M,814.57,False,BOS
LGA,SAN,2024-12-01T08:09:00,2024-12-01T19:21:00,PT14H12M,814.57,False,BOS
LGA,SAN,2024-12-01T10:59:00,2024-12-01T19:21:00,PT11H22M,854.39,False,BOS
LGA,SAN,2024-12-01T06:25:00,2024-12-01T11:34:00,PT8H9M,904.91,False,ORD
LGA,SAN,2024-12-01T13:15:00,2024-12-01T18:51:00,PT8H36M,904.91,False,ORD
EWR,SAN,2024-12-01T15:40:00,2024-12-01T20:46:00,PT8H6M,997.36,False,DEN
LGA,SAN,2024-12-01T07:10:00,2024-12-01T13:08:00,PT8H58M,997.36,False,DEN
LGA,SAN,2024-12-01T07:10:00,2024-12-01T14:53:00,PT10H43M,997.36,False,DEN
JFK,SAN,2024-12-01T11:45:00,2024-12-01T21:34:00,PT12H49M,1037.14,False,SEA
EWR,SAN,2024-12-01T07:55:00,2024-12-01T13:08:00,PT8H13M,1085.51,False,DEN
EWR,SAN,2024-12-01T17:00:00,2024-12-01T22:39:00,PT8H39M,1085.51,False,DEN
LGA,SAN,2024-12-01T15:05:00,2024-12-01T20:46:00,PT8H41M,1095.19,False,DEN
LGA,SAN,2024-12-01T15:05:00,2024-12-01T22:39:00,PT10H34M,1095.19,False,DEN
LGA,SAN,2024-12-01T17:25:00,2024-12-01T22:47:00,PT8H22M,1124.21,False,ORD
LGA,SAN,2024-12-01T16:29:00,2024-12-01T22:47:00,PT9H18M,1124.21,False,ORD
LGA,SAN,2024-12-01T12:10:00,2024-12-01T17:28:00,PT8H18M,1136.04,False,DEN
LGA,SAN,2024-12-01T10:25:00,2024-12-01T15:32:00,PT8H7M,1142.49,False,ORD
EWR,SAN,2024-12-01T10:30:00,2024-12-01T15:32:00,PT8H2M,1225.26,False,ORD
EWR,SAN,2024-12-01T09:45:00,2024-12-01T14:53:00,PT8H8M,1249.99,False,DEN
EWR,SAN,2024-12-01T06:30:00,2024-12-01T11:48:00,PT8H18M,1285.46,False,DEN
LGA,SAN,2024-12-01T16:41:00,2024-12-01T22:39:00,PT8H58M,1285.46,False,DEN
JFK,SAN,2024-12-01T16:40:00,2024-12-01T23:59:00,PT10H19M,1456.39,False,SEA
EWR,SAN,2024-12-02T17:55:00,2024-12-02T21:14:00,PT6H19M,288.5,True,None
JFK,SAN,2024-12-02T09:30:00,2024-12-02T12:36:00,PT6H6M,335.8,True,None
JFK,SAN,2024-12-02T16:00:00,2024-12-02T19:25:00,PT6H25M,335.8,True,None
JFK,SAN,2024-12-02T06:30:00,2024-12-02T09:29:00,PT5H59M,336.87,True,None
JFK,SAN,2024-12-02T15:59:00,2024-12-02T19:09:00,PT6H10M,336.87,True,None
JFK,SAN,2024-12-02T09:29:00,2024-12-02T12:44:00,PT6H15M,336.87,True,None
EWR,SAN,2024-12-02T20:23:00,2024-12-02T23:28:00,PT6H5M,769.02,True,None
EWR,SAN,2024-12-02T07:55:00,2024-12-02T11:02:00,PT6H7M,769.02,True,None
EWR,SAN,2024-12-02T10:05:00,2024-12-02T13:12:00,PT6H7M,769.02,True,None
EWR,SAN,2024-12-02T20:30:00,2024-12-03T07:28:00,PT13H58M,232.99,False,LAS
EWR,SAN,2024-12-02T20:30:00,2024-12-03T10:45:00,PT17H15M,232.99,False,LAS
EWR,SAN,2024-12-02T18:19:00,2024-12-03T07:28:00,PT16H9M,232.99,False,LAS
EWR,SAN,2024-12-02T18:19:00,2024-12-03T10:45:00,PT19H26M,232.99,False,LAS
EWR,SAN,2024-12-02T11:48:00,2024-12-02T16:32:00,PT7H44M,251.31,False,MSP
JFK,SAN,2024-12-02T11:24:00,2024-12-02T16:32:00,PT8H8M,251.31,False,MSP
EWR,SAN,2024-12-02T11:48:00,2024-12-03T12:37:00,PT27H49M,256.64,False,MSP
JFK,SAN,2024-12-02T11:24:00,2024-12-03T12:37:00,PT28H13M,256.64,False,MSP
EWR,SAN,2024-12-02T17:55:00,2024-12-02T21:14:00,PT6H19M,288.5,True,None
JFK,SAN,2024-12-02T16:00:00,2024-12-02T23:44:00,PT10H44M,297.54,False,PDX
JFK,SAN,2024-12-02T09:30:00,2024-12-02T12:36:00,PT6H6M,335.8,True,None
JFK,SAN,2024-12-02T16:00:00,2024-12-02T19:25:00,PT6H25M,335.8,True,None
JFK,SAN,2024-12-02T06:30:00,2024-12-02T09:29:00,PT5H59M,336.87,True,None
JFK,SAN,2024-12-02T15:59:00,2024-12-02T19:09:00,PT6H10M,336.87,True,None
JFK,SAN,2024-12-02T09:29:00,2024-12-02T12:44:00,PT6H15M,336.87,True,None
LGA,SAN,2024-12-02T10:00:00,2024-12-02T14:53:00,PT7H53M,345.91,False,DEN
EWR,SAN,2024-12-02T10:30:00,2024-12-02T15:32:00,PT8H2M,345.91,False,ORD
LGA,SAN,2024-12-02T10:25:00,2024-12-02T15:32:00,PT8H7M,345.91,False,ORD
LGA,SAN,2024-12-02T07:10:00,2024-12-02T13:08:00,PT8H58M,345.91,False,DEN
LGA,SAN,2024-12-02T07:10:00,2024-12-02T14:53:00,PT10H43M,345.91,False,DEN
EWR,SAN,2024-12-02T07:55:00,2024-12-02T13:08:00,PT8H13M,345.91,False,DEN
EWR,SAN,2024-12-02T17:00:00,2024-12-02T22:28:00,PT8H28M,345.91,False,DEN
EWR,SAN,2024-12-02T20:23:00,2024-12-02T23:28:00,PT6H5M,384.17,True,None
LGA,SAN,2024-12-02T10:59:00,2024-12-02T19:21:00,PT11H22M,416.86,False,BOS
EWR,SAN,2024-12-02T07:55:00,2024-12-02T11:02:00,PT6H7M,421.8,True,None
JFK,SAN,2024-12-02T12:15:00,2024-12-02T19:21:00,PT10H6M,426.54,False,BOS
LGA,SAN,2024-12-02T10:00:00,2024-12-02T17:28:00,PT10H28M,426.54,False,DEN
EWR,SAN,2024-12-02T09:45:00,2024-12-02T14:53:00,PT8H8M,430.84,False,DEN
JFK,SAN,2024-12-02T09:50:00,2024-12-02T19:21:00,PT12H31M,431.87,False,BOS
EWR,SAN,2024-12-02T10:05:00,2024-12-02T13:12:00,PT6H7M,460.5,True,None
LGA,SAN,2024-12-02T16:41:00,2024-12-02T22:28:00,PT8H47M,469.54,False,DEN
LGA,SAN,2024-12-02T15:05:00,2024-12-02T22:28:00,PT10H23M,469.54,False,DEN
LGA,SAN,2024-12-02T15:05:00,2024-12-02T20:46:00,PT8H41M,569.51,False,DEN
LGA,SAN,2024-12-02T22:50:00,2024-12-03T06:24:00,PT10H34M,569.51,False,DEN
LGA,SAN,2024-12-02T22:00:00,2024-12-03T07:46:00,PT12H46M,574.84,False,DFW
LGA,SAN,2024-12-02T09:30:00,2024-12-02T19:21:00,PT12H51M,574.84,False,BOS
LGA,SAN,2024-12-02T17:30:00,2024-12-03T10:40:00,PT20H10M,574.84,False,BOS
LGA,SAN,2024-12-02T15:55:00,2024-12-03T10:40:00,PT21H45M,574.84,False,BOS
LGA,SAN,2024-12-02T17:30:00,2024-12-03T12:24:00,PT21H54M,574.84,False,BOS
LGA,SAN,2024-12-02T15:55:00,2024-12-03T12:24:00,PT23H29M,574.84,False,BOS
JFK,SAN,2024-12-02T23:30:00,2024-12-03T10:40:00,PT14H10M,574.84,False,BOS
JFK,SAN,2024-12-02T22:59:00,2024-12-03T10:40:00,PT14H41M,574.84,False,BOS
JFK,SAN,2024-12-02T23:30:00,2024-12-03T12:24:00,PT15H54M,574.84,False,BOS
JFK,SAN,2024-12-02T22:59:00,2024-12-03T12:24:00,PT16H25M,574.84,False,BOS
JFK,SAN,2024-12-02T06:59:00,2024-12-02T19:41:00,PT15H42M,574.84,False,LAS
JFK,SAN,2024-12-02T06:59:00,2024-12-03T10:14:00,PT30H15M,574.84,False,LAS
LGA,SAN,2024-12-02T22:50:00,2024-12-03T13:29:00,PT17H39M,574.84,False,DEN
EWR,SAN,2024-12-02T15:40:00,2024-12-02T20:46:00,PT8H6M,585.64,False,DEN
EWR,SAN,2024-12-02T14:15:00,2024-12-02T20:46:00,PT9H31M,585.64,False,DEN
LGA,SAN,2024-12-02T06:30:00,2024-12-02T13:22:00,PT9H52M,629.71,False,BOS
LGA,SAN,2024-12-02T17:25:00,2024-12-02T22:47:00,PT8H22M,671.64,False,ORD
JFK,SAN,2024-12-02T16:40:00,2024-12-02T23:59:00,PT10H19M,749.04,False,SEA
JFK,SAN,2024-12-02T07:00:00,2024-12-02T14:57:00,PT10H57M,749.04,False,SEA
EWR,SAN,2024-12-02T12:30:00,2024-12-02T17:28:00,PT7H58M,778.06,False,DEN
EWR,SAN,2024-12-02T06:30:00,2024-12-02T11:48:00,PT8H18M,778.06,False,DEN
LGA,SAN,2024-12-02T16:29:00,2024-12-02T22:47:00,PT9H18M,778.06,False,ORD
JFK,SAN,2024-12-02T07:00:00,2024-12-02T17:19:00,PT13H19M,781.24,False,SEA
LGA,SAN,2024-12-02T06:25:00,2024-12-02T11:34:00,PT8H9M,788.81,False,ORD
LGA,SAN,2024-12-02T12:10:00,2024-12-02T17:28:00,PT8H18M,788.81,False,DEN
LGA,SAN,2024-12-02T09:00:00,2024-12-02T15:32:00,PT9H32M,915.66,False,ORD
LGA,SAN,2024-12-02T13:15:00,2024-12-02T18:51:00,PT8H36M,947.91,False,ORD
LGA,SAN,2024-12-02T11:25:00,2024-12-02T18:51:00,PT10H26M,947.91,False,ORD
EWR,SAN,2024-12-02T14:09:00,2024-12-02T18:51:00,PT7H42M,965.11,False,ORD
JFK,DEN,2024-12-01T20:59:00,2024-12-01T23:44:00,PT4H45M,284.2,True,None
LGA,DEN,2024-12-01T22:50:00,2024-12-02T01:17:00,PT4H27M,360.52,True,None
JFK,DEN,2024-12-01T09:45:00,2024-12-01T12:15:00,PT4H30M,364.82,True,None
EWR,DEN,2024-12-01T21:22:00,2024-12-01T23:48:00,PT4H26M,436.85,True,None
LGA,DEN,2024-12-01T18:29:00,2024-12-01T21:03:00,PT4H34M,436.85,True,None
EWR,DEN,2024-12-01T14:15:00,2024-12-01T16:40:00,PT4H25M,702.37,True,None
EWR,DEN,2024-12-01T09:45:00,2024-12-01T12:14:00,PT4H29M,702.37,True,None
EWR,DEN,2024-12-01T12:30:00,2024-12-01T15:00:00,PT4H30M,702.37,True,None
EWR,DEN,2024-12-01T07:55:00,2024-12-01T10:25:00,PT4H30M,702.37,True,None
EWR,DEN,2024-12-01T17:00:00,2024-12-01T19:30:00,PT4H30M,702.37,True,None
LGA,DEN,2024-12-01T07:10:00,2024-12-01T09:44:00,PT4H34M,712.05,True,None
EWR,DEN,2024-12-01T06:30:00,2024-12-01T09:00:00,PT4H30M,902.32,True,None
EWR,DEN,2024-12-01T15:40:00,2024-12-01T18:10:00,PT4H30M,902.32,True,None
LGA,DEN,2024-12-01T12:10:00,2024-12-01T14:44:00,PT4H34M,902.32,True,None
LGA,DEN,2024-12-01T16:41:00,2024-12-01T19:15:00,PT4H34M,902.32,True,None
EWR,DEN,2024-12-01T18:59:00,2024-12-01T21:34:00,PT4H35M,1240.95,True,None
EWR,DEN,2024-12-01T11:48:00,2024-12-01T19:47:00,PT9H59M,213.64,False,MSP
EWR,DEN,2024-12-01T11:48:00,2024-12-02T09:32:00,PT23H44M,213.64,False,MSP
LGA,DEN,2024-12-01T07:25:00,2024-12-01T12:40:00,PT7H15M,226.59,False,ORD
LGA,DEN,2024-12-01T20:25:00,2024-12-02T01:57:00,PT7H32M,226.59,False,ORD
EWR,DEN,2024-12-01T11:40:00,2024-12-01T16:25:00,PT6H45M,273.89,False,ORD
JFK,DEN,2024-12-01T20:59:00,2024-12-01T23:44:00,PT4H45M,284.2,True,None
JFK,DEN,2024-12-01T11:24:00,2024-12-01T19:47:00,PT10H23M,303.94,False,MSP
JFK,DEN,2024-12-01T11:24:00,2024-12-02T09:32:00,PT24H8M,303.94,False,MSP
EWR,DEN,2024-12-01T21:05:00,2024-12-02T01:57:00,PT6H52M,312.59,False,ORD
LGA,DEN,2024-12-01T22:50:00,2024-12-02T01:17:00,PT4H27M,360.52,True,None
JFK,DEN,2024-12-01T09:45:00,2024-12-01T12:15:00,PT4H30M,364.82,True,None
EWR,DEN,2024-12-01T21:58:00,2024-12-02T01:57:00,PT5H59M,388.91,False,ORD
LGA,DEN,2024-12-01T17:25:00,2024-12-01T22:19:00,PT6H54M,388.91,False,ORD
LGA,DEN,2024-12-01T16:29:00,2024-12-01T22:19:00,PT7H50M,388.91,False,ORD
EWR,DEN,2024-12-01T21:22:00,2024-12-01T23:48:00,PT4H26M,436.85,True,None
LGA,DEN,2024-12-01T18:29:00,2024-12-01T21:03:00,PT4H34M,436.85,True,None
JFK,DEN,2024-12-01T17:10:00,2024-12-01T22:16:00,PT7H6M,483.51,False,BOS
LGA,DEN,2024-12-01T16:20:00,2024-12-01T23:53:00,PT9H33M,527.59,False,ATL
LGA,DEN,2024-12-01T22:00:00,2024-12-02T06:21:00,PT10H21M,532.92,False,DFW
LGA,DEN,2024-12-01T22:00:00,2024-12-02T08:45:00,PT12H45M,532.92,False,DFW
LGA,DEN,2024-12-01T06:30:00,2024-12-01T12:25:00,PT7H55M,548.01,False,BOS
JFK,DEN,2024-12-01T23:30:00,2024-12-02T12:25:00,PT14H55M,553.34,False,BOS
JFK,DEN,2024-12-01T22:59:00,2024-12-02T12:25:00,PT15H26M,553.34,False,BOS
JFK,DEN,2024-12-01T06:59:00,2024-12-01T14:40:00,PT9H41M,566.29,False,LAS
JFK,DEN,2024-12-01T06:59:00,2024-12-01T17:05:00,PT12H6M,571.62,False,LAS
JFK,DEN,2024-12-01T08:56:00,2024-12-01T14:14:00,PT7H18M,585.64,False,ATL
LGA,DEN,2024-12-01T10:25:00,2024-12-01T14:35:00,PT6H10M,587.79,False,ORD
LGA,DEN,2024-12-01T21:15:00,2024-12-02T01:57:00,PT6H42M,587.79,False,ORD
JFK,DEN,2024-12-01T12:15:00,2024-12-01T22:16:00,PT12H1M,600.64,False,BOS
EWR,DEN,2024-12-01T07:00:00,2024-12-01T16:43:00,PT11H43M,675.94,False,SEA
EWR,DEN,2024-12-01T07:00:00,2024-12-01T19:17:00,PT14H17M,681.27,False,SEA
LGA,DEN,2024-12-01T15:55:00,2024-12-01T22:16:00,PT8H21M,681.31,False,BOS
LGA,DEN,2024-12-01T14:45:00,2024-12-01T22:16:00,PT9H31M,681.31,False,BOS
LGA,DEN,2024-12-01T20:25:00,2024-12-02T09:00:00,PT14H35M,682.34,False,ORD
LGA,DEN,2024-12-01T17:30:00,2024-12-02T12:25:00,PT20H55M,686.64,False,BOS
EWR,DEN,2024-12-01T14:15:00,2024-12-01T16:40:00,PT4H25M,702.37,True,None
EWR,DEN,2024-12-01T09:45:00,2024-12-01T12:14:00,PT4H29M,702.37,True,None
EWR,DEN,2024-12-01T12:30:00,2024-12-01T15:00:00,PT4H30M,702.37,True,None
EWR,DEN,2024-12-01T07:55:00,2024-12-01T10:25:00,PT4H30M,702.37,True,None
EWR,DEN,2024-12-01T17:00:00,2024-12-01T19:30:00,PT4H30M,702.37,True,None
EWR,DEN,2024-12-01T17:15:00,2024-12-01T21:29:00,PT6H14M,711.41,False,ORD
LGA,DEN,2024-12-01T07:10:00,2024-12-01T09:44:00,PT4H34M,712.05,True,None
LGA,DEN,2024-12-01T15:05:00,2024-12-01T17:39:00,PT4H34M,712.05,True,None
LGA,DEN,2024-12-01T06:25:00,2024-12-01T10:35:00,PT6H10M,721.09,False,ORD
JFK,DEN,2024-12-01T07:00:00,2024-12-01T16:43:00,PT11H43M,730.76,False,SEA
JFK,DEN,2024-12-01T07:00:00,2024-12-01T19:17:00,PT14H17M,776.94,False,SEA
EWR,DEN,2024-12-01T13:30:00,2024-12-01T18:13:00,PT6H43M,811.39,False,MCI
LGA,DEN,2024-12-01T18:24:00,2024-12-01T23:19:00,PT6H55M,864.06,False,ORD
EWR,DEN,2024-12-01T06:30:00,2024-12-01T09:00:00,PT4H30M,902.32,True,None
EWR,DEN,2024-12-01T15:40:00,2024-12-01T18:10:00,PT4H30M,902.32,True,None
LGA,DEN,2024-12-01T12:10:00,2024-12-01T14:44:00,PT4H34M,902.32,True,None
LGA,DEN,2024-12-01T16:41:00,2024-12-01T19:15:00,PT4H34M,902.32,True,None
LGA,DEN,2024-12-01T08:00:00,2024-12-01T12:40:00,PT6H40M,911.36,False,ORD
LGA,DEN,2024-12-01T15:25:00,2024-12-01T20:09:00,PT6H44M,1005.96,False,ORD
EWR,DEN,2024-12-01T14:00:00,2024-12-01T18:20:00,PT6H20M,1028.54,False,DCA
LGA,DEN,2024-12-01T11:25:00,2024-12-01T16:25:00,PT7H,1028.54,False,ORD
LGA,DEN,2024-12-01T13:15:00,2024-12-01T17:49:00,PT6H34M,1085.51,False,ORD
LGA,DEN,2024-12-01T14:25:00,2024-12-01T20:09:00,PT7H44M,1171.51,False,ORD
EWR,DEN,2024-12-01T10:30:00,2024-12-01T14:35:00,PT6H5M,1211.29,False,ORD
EWR,DEN,2024-12-01T18:59:00,2024-12-01T21:34:00,PT4H35M,1240.95,True,None
EWR,DEN,2024-12-01T10:30:00,2024-12-01T15:03:00,PT6H33M,1295.14,False,ORD
LGA,DEN,2024-12-01T11:25:00,2024-12-01T17:49:00,PT8H24M,1304.81,False,ORD
EWR,DEN,2024-12-01T15:25:00,2024-12-01T23:59:00,PT10H34M,1356.41,False,SEA
JFK,DEN,2024-12-02T09:45:00,2024-12-02T12:15:00,PT4H30M,217.55,True,None
JFK,DEN,2024-12-02T20:59:00,2024-12-02T23:44:00,PT4H45M,217.55,True,None
EWR,DEN,2024-12-02T18:59:00,2024-12-02T21:34:00,PT4H35M,303.55,True,None
LGA,DEN,2024-12-02T22:50:00,2024-12-03T01:17:00,PT4H27M,342.25,True,None
EWR,DEN,2024-12-02T17:00:00,2024-12-02T19:30:00,PT4H30M,379.87,True,None
LGA,DEN,2024-12-02T16:41:00,2024-12-02T19:15:00,PT4H34M,379.87,True,None
LGA,DEN,2024-12-02T18:29:00,2024-12-02T21:03:00,PT4H34M,379.87,True,None
EWR,DEN,2024-12-02T21:18:00,2024-12-02T23:44:00,PT4H26M,436.85,True,None
LGA,DEN,2024-12-02T15:05:00,2024-12-02T17:39:00,PT4H34M,436.85,True,None
EWR,DEN,2024-12-02T14:15:00,2024-12-02T16:40:00,PT4H25M,578.75,True,None
EWR,DEN,2024-12-02T12:30:00,2024-12-02T15:00:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T09:45:00,2024-12-02T12:14:00,PT4H29M,578.75,True,None
EWR,DEN,2024-12-02T06:30:00,2024-12-02T09:00:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T07:55:00,2024-12-02T10:25:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T15:40:00,2024-12-02T18:10:00,PT4H30M,578.75,True,None
LGA,DEN,2024-12-02T07:10:00,2024-12-02T09:44:00,PT4H34M,578.75,True,None
LGA,DEN,2024-12-02T10:00:00,2024-12-02T12:34:00,PT4H34M,578.75,True,None
LGA,DEN,2024-12-02T12:10:00,2024-12-02T14:44:00,PT4H34M,578.75,True,None
EWR,DEN,2024-12-02T11:48:00,2024-12-02T18:25:00,PT8H37M,208.31,False,MSP
JFK,DEN,2024-12-02T11:24:00,2024-12-02T18:25:00,PT9H1M,208.31,False,MSP
EWR,DEN,2024-12-02T11:48:00,2024-12-03T12:31:00,PT26H43M,213.64,False,MSP
JFK,DEN,2024-12-02T11:24:00,2024-12-03T12:31:00,PT27H7M,213.64,False,MSP
JFK,DEN,2024-12-02T09:45:00,2024-12-02T12:15:00,PT4H30M,217.55,True,None
JFK,DEN,2024-12-02T20:59:00,2024-12-02T23:44:00,PT4H45M,217.55,True,None
LGA,DEN,2024-12-02T16:41:00,2024-12-02T19:15:00,PT4H34M,284.2,True,None
LGA,DEN,2024-12-02T18:29:00,2024-12-02T21:03:00,PT4H34M,284.2,True,None
EWR,DEN,2024-12-02T21:18:00,2024-12-02T23:44:00,PT4H26M,303.55,True,None
EWR,DEN,2024-12-02T18:59:00,2024-12-02T21:34:00,PT4H35M,303.55,True,None
EWR,DEN,2024-12-02T10:30:00,2024-12-02T15:05:00,PT6H35M,312.59,False,ORD
LGA,DEN,2024-12-02T07:10:00,2024-12-02T09:44:00,PT4H34M,331.5,True,None
LGA,DEN,2024-12-02T10:00:00,2024-12-02T12:34:00,PT4H34M,331.5,True,None
LGA,DEN,2024-12-02T15:05:00,2024-12-02T17:39:00,PT4H34M,331.5,True,None
LGA,DEN,2024-12-02T10:25:00,2024-12-02T15:05:00,PT6H40M,340.54,False,ORD
LGA,DEN,2024-12-02T09:00:00,2024-12-02T15:05:00,PT8H5M,340.54,False,ORD
LGA,DEN,2024-12-02T22:50:00,2024-12-03T01:17:00,PT4H27M,342.25,True,None
EWR,DEN,2024-12-02T14:15:00,2024-12-02T16:40:00,PT4H25M,379.87,True,None
EWR,DEN,2024-12-02T09:45:00,2024-12-02T12:14:00,PT4H29M,379.87,True,None
EWR,DEN,2024-12-02T17:00:00,2024-12-02T19:30:00,PT4H30M,379.87,True,None
LGA,DEN,2024-12-02T12:10:00,2024-12-02T14:44:00,PT4H34M,379.87,True,None
EWR,DEN,2024-12-02T11:40:00,2024-12-02T16:25:00,PT6H45M,388.91,False,ORD
LGA,DEN,2024-12-02T11:25:00,2024-12-02T16:25:00,PT7H,388.91,False,ORD
JFK,DEN,2024-12-02T17:10:00,2024-12-02T22:16:00,PT7H6M,483.51,False,BOS
EWR,DEN,2024-12-02T15:25:00,2024-12-02T23:59:00,PT10H34M,492.11,False,SEA
EWR,DEN,2024-12-02T07:00:00,2024-12-02T16:43:00,PT11H43M,492.11,False,SEA
EWR,DEN,2024-12-02T07:00:00,2024-12-02T19:17:00,PT14H17M,510.34,False,SEA
LGA,DEN,2024-12-02T16:20:00,2024-12-02T23:53:00,PT9H33M,527.59,False,ATL
LGA,DEN,2024-12-02T22:00:00,2024-12-03T08:47:00,PT12H47M,532.92,False,DFW
LGA,DEN,2024-12-02T06:30:00,2024-12-02T12:25:00,PT7H55M,548.01,False,BOS
LGA,DEN,2024-12-02T15:55:00,2024-12-02T22:16:00,PT8H21M,548.01,False,BOS
LGA,DEN,2024-12-02T14:45:00,2024-12-02T22:16:00,PT9H31M,548.01,False,BOS
JFK,DEN,2024-12-02T12:15:00,2024-12-02T22:16:00,PT12H1M,553.34,False,BOS
LGA,DEN,2024-12-02T17:25:00,2024-12-02T21:29:00,PT6H4M,564.14,False,ORD
LGA,DEN,2024-12-02T18:24:00,2024-12-02T23:19:00,PT6H55M,564.14,False,ORD
LGA,DEN,2024-12-02T17:25:00,2024-12-02T23:19:00,PT7H54M,564.14,False,ORD
LGA,DEN,2024-12-02T13:15:00,2024-12-02T17:55:00,PT6H40M,564.14,False,ORD
LGA,DEN,2024-12-02T11:25:00,2024-12-02T17:55:00,PT8H30M,564.14,False,ORD
LGA,DEN,2024-12-02T15:25:00,2024-12-02T20:09:00,PT6H44M,564.14,False,ORD
JFK,DEN,2024-12-02T06:59:00,2024-12-02T14:31:00,PT9H32M,566.29,False,LAS
JFK,DEN,2024-12-02T06:59:00,2024-12-02T16:43:00,PT11H44M,566.29,False,LAS
EWR,DEN,2024-12-02T06:30:00,2024-12-02T09:00:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T07:55:00,2024-12-02T10:25:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T15:40:00,2024-12-02T18:10:00,PT4H30M,578.75,True,None
EWR,DEN,2024-12-02T12:30:00,2024-12-02T15:00:00,PT4H30M,578.75,True,None
JFK,DEN,2024-12-02T08:56:00,2024-12-02T14:14:00,PT7H18M,585.64,False,ATL
EWR,DEN,2024-12-02T14:00:00,2024-12-02T18:20:00,PT6H20M,587.79,False,DCA
LGA,DEN,2024-12-02T06:25:00,2024-12-02T10:35:00,PT6H10M,596.39,False,ORD
LGA,DEN,2024-12-02T07:23:00,2024-12-02T12:40:00,PT7H17M,596.39,False,ORD
LGA,DEN,2024-12-02T09:00:00,2024-12-02T14:35:00,PT7H35M,596.39,False,ORD
JFK,DEN,2024-12-02T18:40:00,2024-12-03T09:52:00,PT17H12M,604.94,False,SEA
JFK,DEN,2024-12-02T18:40:00,2024-12-03T15:56:00,PT23H16M,604.94,False,SEA
EWR,DEN,2024-12-02T17:15:00,2024-12-02T21:29:00,PT6H14M,636.16,False,ORD
LGA,DEN,2024-12-02T16:29:00,2024-12-02T21:29:00,PT7H,645.84,False,ORD
LGA,DEN,2024-12-02T14:25:00,2024-12-02T20:09:00,PT7H44M,645.84,False,ORD
JFK,DEN,2024-12-02T07:00:00,2024-12-02T16:43:00,PT11H43M,666.26,False,SEA
JFK,DEN,2024-12-02T07:00:00,2024-12-02T19:17:00,PT14H17M,671.59,False,SEA
JFK,DEN,2024-12-02T16:40:00,2024-12-03T09:52:00,PT19H12M,671.59,False,SEA
JFK,DEN,2024-12-02T16:40:00,2024-12-03T15:56:00,PT25H16M,671.59,False,SEA
EWR,DEN,2024-12-02T14:10:00,2024-12-02T18:06:00,PT5H56M,675.94,False,STL
EWR,DEN,2024-12-02T10:30:00,2024-12-02T14:35:00,PT6H5M,711.41,False,ORD
EWR,DEN,2024-12-02T06:00:00,2024-12-02T10:35:00,PT6H35M,711.41,False,ORD
LGA,DEN,2024-12-02T10:25:00,2024-12-02T14:35:00,PT6H10M,721.09,False,ORD
LGA,DEN,2024-12-02T08:00:00,2024-12-02T12:40:00,PT6H40M,790.96,False,ORD
EWR,DEN,2024-12-02T08:17:00,2024-12-02T12:44:00,PT6H27M,847.94,False,MSP
EWR,DEN,2024-12-02T13:30:00,2024-12-02T18:13:00,PT6H43M,997.36,False,MCI
JFK,PDX,2024-12-01T16:00:00,2024-12-01T19:10:00,PT6H10M,474.47,True,None
EWR,PDX,2024-12-01T16:00:00,2024-12-01T19:10:00,PT6H10M,474.47,True,None
EWR,PDX,2024-12-01T17:10:00,2024-12-01T20:23:00,PT6H13M,769.02,True,None
EWR,PDX,2024-12-01T11:48:00,2024-12-01T17:45:00,PT8H57M,231.96,False,MSP
EWR,PDX,2024-12-01T11:48:00,2024-12-01T22:53:00,PT14H5M,237.29,False,MSP
EWR,PDX,2024-12-01T20:30:00,2024-12-02T08:12:00,PT14H42M,250.19,False,LAS
EWR,PDX,2024-12-01T20:30:00,2024-12-02T09:44:00,PT16H14M,250.19,False,LAS
EWR,PDX,2024-12-01T18:19:00,2024-12-02T08:12:00,PT16H53M,250.19,False,LAS
EWR,PDX,2024-12-01T18:19:00,2024-12-02T01:17:00,PT9H58M,279.26,False,LAS
JFK,PDX,2024-12-01T11:24:00,2024-12-01T17:45:00,PT9H21M,322.26,False,MSP
JFK,PDX,2024-12-01T11:24:00,2024-12-01T22:53:00,PT14H29M,327.59,False,MSP
JFK,PDX,2024-12-01T16:00:00,2024-12-01T19:10:00,PT6H10M,474.47,True,None
EWR,PDX,2024-12-01T16:00:00,2024-12-01T19:10:00,PT6H10M,474.47,True,None
EWR,PDX,2024-12-01T07:00:00,2024-12-01T12:27:00,PT8H27M,543.71,False,SEA
